Date,Open,High,Low,Close,Adj Close,Volume
2016-10-27,12.218425,12.263050,11.763246,11.937285,11.478270,16723361
2016-10-28,11.861422,11.932822,11.781096,11.892659,11.435359,8937368
2016-10-31,11.892659,12.004223,11.656145,11.740933,11.289467,8745363
2016-11-01,11.754321,11.816796,11.245592,11.290217,10.856082,11470704
2016-11-02,11.200966,11.227741,10.884126,10.973377,10.551425,12182928
2016-11-03,10.901976,11.205429,10.848426,10.959989,10.538552,11456659
2016-11-04,10.959989,10.959989,10.710087,10.915364,10.495644,9372236
2016-11-07,11.067090,11.482106,11.044777,11.482106,11.040593,11305051
2016-11-08,11.468718,11.549044,11.232204,11.508881,11.066338,9455755
2016-11-09,10.977839,11.923897,10.906439,11.923897,11.465395,23826245
2016-11-10,12.030998,12.941356,11.977448,12.588815,12.104746,37583506
2016-11-11,12.852105,13.195720,12.767317,13.164482,12.658278,26921629
2016-11-14,13.387609,13.807088,13.258196,13.659824,13.134572,25689940
2016-11-15,13.789237,13.789237,13.222495,13.655361,13.130281,15627908
2016-11-16,13.664286,13.775850,13.351909,13.445622,12.928607,11882963
2016-11-17,13.298358,13.490248,13.043994,13.405459,12.889989,12394204
2016-11-18,13.530410,13.744612,13.298358,13.351909,12.838496,15597782
2016-11-21,13.476860,13.494710,13.280508,13.396534,12.881407,7187017
2016-11-22,13.548260,13.548260,13.244808,13.307284,12.795588,8882391
2016-11-23,13.342984,13.365296,13.084157,13.298358,12.787005,7581633
2016-11-24,13.267121,13.396534,13.209108,13.253733,12.744096,4719723
2016-11-25,13.289433,13.289433,13.003831,13.253733,12.744096,6605812
2016-11-28,13.164482,13.164482,12.816404,12.923505,12.426566,10445754
2016-11-29,12.736079,13.155557,12.682528,13.084157,12.581040,14759396
2016-11-30,13.030606,13.365296,12.869955,13.262658,12.752678,11268224
2016-12-01,13.191258,13.610736,13.155557,13.503635,12.984390,10378913
2016-12-02,13.459010,13.517023,13.052919,13.240345,12.731223,12599188
2016-12-05,12.972593,13.704449,12.869955,13.637511,13.113116,18936852
2016-12-06,13.829400,14.726370,13.641974,14.717445,14.151525,24118307
2016-12-07,15.163699,15.636728,14.998585,15.511777,14.915313,27823179
2016-12-08,15.592102,16.301645,15.333275,15.953568,15.340117,31242075
2016-12-09,16.042818,16.060669,15.355588,15.476076,14.880985,17971794
2016-12-12,15.364513,15.632265,15.052135,15.395751,14.803748,13437678
2016-12-13,15.368975,15.975880,15.199399,15.592102,14.992549,16602824
2016-12-14,15.618877,15.868780,15.391288,15.391288,14.799457,10921064
2016-12-15,15.699203,16.257021,15.636728,16.216858,15.593283,25403669
2016-12-16,16.261482,16.529236,16.158844,16.355196,15.726301,26500888
2016-12-19,16.069593,16.082981,15.578715,15.623340,15.022586,16062704
2016-12-20,15.708128,16.176695,15.645653,16.132069,15.511753,10637026
2016-12-21,16.274870,16.444447,15.913405,16.060669,15.443100,12880281
2016-12-22,15.980343,16.145456,15.783991,15.842004,15.232841,5606942
2016-12-23,16.502460,16.631872,15.891092,15.895555,15.284333,16826351
2016-12-27,15.980343,16.051744,15.516239,15.654578,15.052624,7021431
2016-12-28,15.663503,15.708128,15.315425,15.636728,15.035460,8481796
2016-12-29,15.377900,15.534089,15.190474,15.270800,14.683602,6961426
